shipment_id,origin,destination,cargo_type,weather,port_congestion_level,distance_km,gate_in_wait_hrs,actual_duration_hrs,planned_duration_hrs,total_cost_try
SHP-00290,Izmir,Iskenderun,Dry,Clear,7,385,6.1709749009690436,11.670974900969043,7.5,10498.69
SHP-00291,Mersin,Ambarli,Hazardous,Rainy,1,241,0.8815678429955777,5.26338602481376,5.442857142857143,11565.23
SHP-00292,Iskenderun,Izmir,Dry,Stormy,10,438,8.815678429955776,19.765678429955777,8.257142857142856,13152.99
SHP-00293,Kocaeli,Izmir,Dry,Clear,1,187,0.8815678429955777,3.552996414424149,4.671428571428571,6392.89
SHP-00294,Kocaeli,Iskenderun,Hazardous,Rainy,2,216,1.7631356859911553,5.690408413263882,5.085714285714285,11188.31
SHP-00295,Kocaeli,Ambarli,Dry,Stormy,8,423,7.052542743964621,17.62754274396462,8.042857142857143,12439.98
SHP-00296,Ambarli,Izmir,Cold_Chain,Rainy,7,177,6.1709749009690436,9.389156719150861,4.5285714285714285,10434.67
SHP-00298,Iskenderun,Kocaeli,Hazardous,Clear,8,243,7.052542743964621,10.523971315393194,5.4714285714285715,13635.75
SHP-00299,Mersin,Ambarli,Hazardous,Clear,1,214,0.8815678429955777,3.9387107001384347,5.057142857142857,10896.93
SHP-00300,Ambarli,Kocaeli,Hazardous,Clear,7,382,6.1709749009690436,11.628117758111902,7.457142857142857,16723.65
SHP-00301,Iskenderun,Mersin,Oversized,Clear,2,756,1.7631356859911553,12.563135685991156,12.8,30390.64
SHP-00302,Mersin,Izmir,Oversized,Clear,1,401,0.8815678429955777,6.610139271567006,7.728571428571429,19406.94
SHP-00303,Kocaeli,Ambarli,Dry,Clear,1,419,0.8815678429955777,6.8672821287098635,7.985714285714286,9981.93
SHP-00304,Ambarli,Izmir,Dry,Stormy,1,227,0.8815678429955777,6.556567842995578,5.242857142857143,7340.12
SHP-00305,Ambarli,Mersin,Dry,Clear,1,218,0.8815678429955777,3.995853557281292,5.114285714285714,6872.46
SHP-00306,Ambarli,Kocaeli,Cold_Chain,Rainy,2,410,1.7631356859911553,9.217681140536609,7.857142857142857,14255.97
SHP-00307,Kocaeli,Iskenderun,Hazardous,Clear,7,179,6.1709749009690436,8.7281177581119,4.557142857142857,11699.0
SHP-00308,Mersin,Kocaeli,Dry,Clear,8,644,7.052542743964621,16.25254274396462,11.2,14725.82
SHP-00309,Mersin,Iskenderun,Dry,Clear,6,795,5.289407057973466,16.646549915116324,13.357142857142858,16621.0
SHP-00310,Kocaeli,Izmir,Cold_Chain,Clear,6,173,5.289407057973466,7.760835629402037,4.4714285714285715,9798.13
SHP-00311,Kocaeli,Iskenderun,Cold_Chain,Clear,2,154,1.7631356859911553,3.9631356859911557,4.2,8235.33
SHP-00312,Iskenderun,Izmir,Dry,Clear,9,393,7.934110586960199,13.548396301245912,7.614285714285714,11063.24
SHP-00313,Izmir,Ambarli,Hazardous,Rainy,2,154,1.7631356859911553,4.563135685991155,4.2,9557.06
SHP-00315,Mersin,Kocaeli,Dry,Clear,10,557,8.815678429955776,16.772821287098633,9.957142857142857,13820.71
SHP-00317,Mersin,Iskenderun,Dry,Clear,7,833,6.1709749009690436,18.070974900969045,13.9,17429.25
SHP-00318,Kocaeli,Izmir,Oversized,Clear,3,175,2.644703528986733,5.144703528986733,4.5,12736.85
SHP-00319,Ambarli,Iskenderun,Dry,Clear,3,608,2.644703528986733,11.330417814701018,10.685714285714285,13066.94
SHP-00322,Izmir,Kocaeli,Hazardous,Clear,6,155,5.289407057973466,7.50369277225918,4.214285714285714,10752.32
SHP-00323,Mersin,Kocaeli,Dry,Clear,5,555,4.407839214977888,12.336410643549318,9.928571428571429,12687.81
SHP-00324,Izmir,Kocaeli,Hazardous,Clear,1,250,0.8815678429955777,4.452996414424149,5.571428571428571,11788.0
SHP-00325,Izmir,Iskenderun,Dry,Clear,7,414,6.1709749009690436,12.085260615254757,7.914285714285715,10947.32
SHP-00326,Iskenderun,Kocaeli,Dry,Clear,4,181,3.5262713719823107,6.1119856576965965,4.585714285714285,6681.64
SHP-00327,Izmir,Kocaeli,Dry,Stormy,5,232,4.407839214977888,10.207839214977888,5.314285714285715,8312.43
SHP-00328,Ambarli,Kocaeli,Hazardous,Stormy,7,385,6.1709749009690436,15.795974900969043,7.5,18447.91
SHP-00329,Mersin,Izmir,Dry,Rainy,8,448,7.052542743964621,15.197997289419167,8.4,12130.06
SHP-00331,Mersin,Kocaeli,Hazardous,Clear,8,649,7.052542743964621,16.323971315393194,11.271428571428572,23685.07
SHP-00332,Kocaeli,Iskenderun,Dry,Clear,9,224,7.934110586960199,11.1341105869602,5.2,8448.81
SHP-00333,Iskenderun,Mersin,Dry,Clear,2,820,1.7631356859911553,13.477421400276869,13.714285714285714,16185.4
SHP-00334,Ambarli,Kocaeli,Dry,Clear,3,367,2.644703528986733,7.887560671843875,7.242857142857143,9338.67
SHP-00335,Iskenderun,Izmir,Dry,Clear,7,379,6.1709749009690436,11.585260615254757,7.414285714285715,10405.87
SHP-00336,Kocaeli,Iskenderun,Cold_Chain,Stormy,6,178,5.289407057973466,9.739407057973466,4.542857142857143,10573.92
SHP-00338,Izmir,Iskenderun,Dry,Clear,3,385,2.644703528986733,8.144703528986733,7.5,9617.13
SHP-00339,Izmir,Kocaeli,Hazardous,Rainy,1,219,0.8815678429955777,4.863386024813759,5.128571428571428,11020.69
SHP-00340,Kocaeli,Izmir,Dry,Stormy,10,167,8.815678429955776,12.990678429955775,4.385714285714286,8234.73
SHP-00342,Kocaeli,Ambarli,Dry,Clear,8,384,7.052542743964621,12.538257029678906,7.485714285714286,10703.62
SHP-00343,Izmir,Kocaeli,Cold_Chain,Clear,7,220,6.1709749009690436,9.313832043826187,5.142857142857142,11124.6
SHP-00344,Mersin,Kocaeli,Cold_Chain,Clear,6,636,5.289407057973466,14.375121343687752,11.085714285714285,19825.78
SHP-00345,Iskenderun,Ambarli,Dry,Clear,1,551,0.8815678429955777,8.752996414424148,9.87142857142857,12023.97
SHP-00346,Mersin,Kocaeli,Dry,Clear,10,618,8.815678429955776,17.644249858527203,10.82857142857143,14764.38
SHP-00348,Mersin,Kocaeli,Dry,Rainy,9,602,7.934110586960199,18.879565132414744,10.6,14882.83
SHP-00349,Iskenderun,Kocaeli,Dry,Rainy,3,198,2.644703528986733,6.244703528986733,4.828571428571429,6917.09
SHP-00350,Izmir,Ambarli,Dry,Rainy,7,226,6.1709749009690436,10.280065810059952,5.228571428571429,8259.09
SHP-00351,Ambarli,Izmir,Dry,Rainy,7,207,6.1709749009690436,9.934611264605408,4.957142857142857,7946.66
SHP-00352,Mersin,Ambarli,Dry,Clear,7,154,6.1709749009690436,8.370974900969044,4.2,6925.12
SHP-00353,Ambarli,Izmir,Cold_Chain,Clear,5,226,4.407839214977888,7.636410643549317,5.228571428571429,10637.45
SHP-00354,Iskenderun,Mersin,Dry,Clear,9,804,7.934110586960199,19.419824872674486,13.485714285714286,17421.41
SHP-00355,Ambarli,Izmir,Cold_Chain,Clear,9,155,7.934110586960199,10.148396301245914,4.214285714285714,10333.93
SHP-00356,Izmir,Iskenderun,Dry,Clear,10,433,8.815678429955776,15.001392715670061,8.185714285714287,11902.43
SHP-00357,Kocaeli,Ambarli,Cold_Chain,Clear,6,433,5.289407057973466,11.475121343687752,8.185714285714287,15429.21
SHP-00358,Iskenderun,Kocaeli,Oversized,Clear,8,210,7.052542743964621,10.052542743964622,5.0,16023.67
SHP-00360,Mersin,Iskenderun,Cold_Chain,Clear,4,823,3.5262713719823107,15.28341422912517,13.757142857142858,23258.73
SHP-00361,Mersin,Izmir,Hazardous,Clear,1,442,0.8815678429955777,7.195853557281292,8.314285714285713,16540.38
SHP-00362,Iskenderun,Ambarli,Dry,Clear,10,557,8.815678429955776,16.772821287098633,9.957142857142857,13820.71
SHP-00363,Mersin,Iskenderun,Dry,Clear,7,849,6.1709749009690436,18.299546329540473,14.128571428571428,17676.77
SHP-00364,Iskenderun,Izmir,Hazardous,Rainy,4,366,3.5262713719823107,10.180816826527765,7.228571428571429,15840.13
SHP-00365,Izmir,Ambarli,Dry,Stormy,1,226,0.8815678429955777,6.531567842995578,5.228571428571429,7321.97
SHP-00366,Ambarli,Izmir,Dry,Clear,8,236,7.052542743964621,10.423971315393192,5.371428571428572,8414.06
SHP-00367,Kocaeli,Iskenderun,Cold_Chain,Clear,6,223,5.289407057973466,8.475121343687752,5.185714285714285,10881.03
SHP-00368,Mersin,Izmir,Cold_Chain,Clear,8,370,7.052542743964621,12.338257029678907,7.285714285714286,14681.85
SHP-00369,Kocaeli,Iskenderun,Hazardous,Clear,3,205,2.644703528986733,5.573274957558161,4.928571428571429,10932.04
SHP-00370,Iskenderun,Kocaeli,Cold_Chain,Rainy,8,176,7.052542743964621,10.252542743964622,4.514285714285714,10720.2
SHP-00371,Mersin,Izmir,Cold_Chain,Rainy,2,396,1.7631356859911553,8.963135685991155,7.6571428571428575,13933.67
SHP-00372,Ambarli,Mersin,Cold_Chain,Rainy,9,221,7.934110586960199,11.952292405142018,5.157142857142857,12064.72
SHP-00373,Iskenderun,Izmir,Hazardous,Clear,9,434,7.934110586960199,14.1341105869602,8.2,18716.01
SHP-00374,Izmir,Mersin,Dry,Clear,9,425,7.934110586960199,14.005539158388771,8.071428571428571,11558.28
SHP-00375,Izmir,Kocaeli,Hazardous,Clear,4,228,3.5262713719823107,6.783414229125167,5.257142857142857,11853.96
SHP-00377,Iskenderun,Mersin,Dry,Stormy,8,845,7.052542743964621,28.177542743964622,14.071428571428571,20098.68
SHP-00378,Izmir,Ambarli,Oversized,Clear,9,233,7.934110586960199,11.262682015531627,5.328571428571429,17176.08
SHP-00379,Kocaeli,Mersin,Hazardous,Clear,2,588,1.7631356859911553,10.163135685991156,10.4,20154.18
SHP-00380,Kocaeli,Mersin,Dry,Stormy,3,567,2.644703528986733,16.819703528986732,10.1,13951.42
SHP-00381,Kocaeli,Mersin,Cold_Chain,Clear,7,604,6.1709749009690436,14.799546329540473,10.628571428571428,19441.27
SHP-00383,Kocaeli,Iskenderun,Dry,Clear,10,208,8.815678429955776,11.787107001384348,4.9714285714285715,8421.68
SHP-00384,Kocaeli,Mersin,Cold_Chain,Clear,5,568,4.407839214977888,12.522124929263601,10.114285714285714,18044.49
SHP-00385,Izmir,Iskenderun,Hazardous,Clear,3,449,2.644703528986733,9.058989243272448,8.414285714285715,16971.53
SHP-00386,Kocaeli,Izmir,Dry,Clear,7,208,6.1709749009690436,9.142403472397614,4.9714285714285715,7760.5
SHP-00387,Iskenderun,Ambarli,Cold_Chain,Clear,5,587,4.407839214977888,12.793553500692173,10.385714285714286,18455.99
SHP-00389,Iskenderun,Mersin,Dry,Clear,3,820,2.644703528986733,14.358989243272447,13.714285714285714,16346.58
SHP-00391,Ambarli,Kocaeli,Hazardous,Rainy,9,365,7.934110586960199,14.570474223323835,7.214285714285714,17576.96
SHP-00392,Izmir,Ambarli,Dry,Clear,4,195,3.5262713719823107,6.311985657696596,4.785714285714286,6898.22
SHP-00393,Kocaeli,Ambarli,Dry,Clear,2,417,1.7631356859911553,7.720278543134013,7.957142857142857,9950.99
SHP-00394,Kocaeli,Iskenderun,Dry,Clear,10,194,8.815678429955776,11.587107001384346,4.771428571428571,8205.1
SHP-00395,Kocaeli,Iskenderun,Hazardous,Clear,3,247,2.644703528986733,6.173274957558162,5.5285714285714285,11971.63
SHP-00396,Izmir,Iskenderun,Hazardous,Rainy,3,364,2.644703528986733,9.26288534716855,7.2,15434.88
SHP-00397,Izmir,Ambarli,Cold_Chain,Clear,6,242,5.289407057973466,8.746549915116322,5.457142857142857,11292.53
SHP-00398,Izmir,Ambarli,Oversized,Stormy,8,158,7.052542743964621,11.002542743964622,4.257142857142857,15261.22
SHP-00400,Izmir,Mersin,Hazardous,Rainy,10,386,8.815678429955776,15.833860248137594,7.514285714285714,18482.1
SHP-00401,Izmir,Mersin,Hazardous,Clear,2,419,1.7631356859911553,7.748849971705441,7.985714285714286,15971.09
SHP-00402,Ambarli,Kocaeli,Cold_Chain,Stormy,8,431,7.052542743964621,17.82754274396462,8.157142857142858,17619.24
SHP-00403,Iskenderun,Kocaeli,Hazardous,Clear,10,250,8.815678429955776,12.387107001384347,5.571428571428571,14514.27
SHP-00405,Kocaeli,Iskenderun,Oversized,Clear,2,193,1.7631356859911553,4.520278543134013,4.757142857142857,12971.42
SHP-00406,Mersin,Izmir,Dry,Clear,6,398,5.289407057973466,10.975121343687752,7.685714285714286,10479.41
SHP-00407,Kocaeli,Izmir,Dry,Rainy,9,158,7.934110586960199,10.806837859687471,4.257142857142857,7581.68
SHP-00408,Kocaeli,Ambarli,Dry,Clear,1,387,0.8815678429955777,6.410139271567006,7.5285714285714285,9486.89
SHP-00409,Ambarli,Izmir,Oversized,Rainy,6,164,5.289407057973466,8.271225239791647,4.342857142857143,14038.34
SHP-00410,Kocaeli,Ambarli,Cold_Chain,Rainy,1,428,0.8815678429955777,8.663386024813759,8.114285714285714,14361.81
SHP-00411,Kocaeli,Ambarli,Oversized,Clear,10,351,8.815678429955776,13.82996414424149,7.014285714285714,21267.78
SHP-00412,Iskenderun,Ambarli,Hazardous,Rainy,5,609,4.407839214977888,15.480566487705161,10.7,22586.19
SHP-00413,Iskenderun,Izmir,Cold_Chain,Clear,9,426,7.934110586960199,14.019824872674484,8.085714285714285,16203.25
SHP-00414,Izmir,Kocaeli,Cold_Chain,Clear,3,169,2.644703528986733,5.058989243272447,4.414285714285715,8785.85
SHP-00415,Iskenderun,Kocaeli,Dry,Clear,8,157,7.052542743964621,9.295399886821764,4.242857142857143,7191.93
SHP-00416,Iskenderun,Ambarli,Hazardous,Stormy,7,556,6.1709749009690436,20.070974900969045,9.942857142857143,23413.36
SHP-00418,Ambarli,Mersin,Cold_Chain,Clear,2,226,1.7631356859911553,4.991707114562584,5.228571428571429,9794.71
SHP-00419,Izmir,Mersin,Hazardous,Clear,10,389,8.815678429955776,14.372821287098633,7.557142857142857,17954.8
SHP-00420,Kocaeli,Izmir,Dry,Clear,10,161,8.815678429955776,11.115678429955775,4.3,7694.59
SHP-00421,Iskenderun,Izmir,Hazardous,Clear,7,438,6.1709749009690436,12.4281177581119,8.257142857142856,18109.77
SHP-00422,Mersin,Izmir,Dry,Stormy,6,385,5.289407057973466,14.914407057973467,7.5,11309.55
SHP-00423,Mersin,Izmir,Cold_Chain,Clear,1,442,0.8815678429955777,7.195853557281292,8.314285714285713,14472.84
SHP-00424,Mersin,Iskenderun,Hazardous,Clear,6,809,5.289407057973466,16.846549915116324,13.557142857142857,26940.13
SHP-00426,Kocaeli,Ambarli,Hazardous,Clear,5,364,4.407839214977888,9.607839214977888,7.2,15572.86
SHP-00427,Kocaeli,Ambarli,Dry,Clear,1,394,0.8815678429955777,6.510139271567007,7.628571428571429,9595.18
SHP-00428,Mersin,Kocaeli,Dry,Clear,3,553,2.644703528986733,10.544703528986734,9.9,12216.09
SHP-00430,Mersin,Iskenderun,Hazardous,Clear,2,823,1.7631356859911553,13.520278543134014,13.757142857142858,25970.9
SHP-00431,Mersin,Iskenderun,Oversized,Clear,3,786,2.644703528986733,13.873274957558161,13.228571428571428,31641.19
SHP-00432,Mersin,Ambarli,Oversized,Clear,2,208,1.7631356859911553,4.734564257419727,4.9714285714285715,13435.52
SHP-00433,Mersin,Iskenderun,Dry,Clear,6,847,5.289407057973466,17.389407057973465,14.1,17425.44
SHP-00434,Kocaeli,Mersin,Cold_Chain,Clear,8,612,7.052542743964621,15.795399886821762,10.742857142857142,19923.09
SHP-00435,Izmir,Kocaeli,Dry,Clear,7,185,6.1709749009690436,8.813832043826187,4.642857142857142,7404.69
SHP-00436,Iskenderun,Kocaeli,Hazardous,Clear,5,223,4.407839214977888,7.593553500692174,5.185714285714285,12082.83
SHP-00438,Izmir,Iskenderun,Dry,Clear,6,433,5.289407057973466,11.475121343687752,8.185714285714287,11020.86
SHP-00441,Ambarli,Iskenderun,Dry,Clear,3,607,2.644703528986733,11.316132100415304,10.67142857142857,13051.47
SHP-00442,Kocaeli,Ambarli,Hazardous,Clear,5,412,4.407839214977888,10.293553500692173,7.885714285714286,16760.96
SHP-00443,Mersin,Ambarli,Hazardous,Rainy,10,224,8.815678429955776,12.888405702683048,5.2,14219.81
SHP-00444,Iskenderun,Ambarli,Oversized,Clear,9,636,7.934110586960199,17.019824872674484,11.085714285714285,29644.9
SHP-00445,Izmir,Mersin,Dry,Stormy,10,395,8.815678429955776,18.690678429955774,7.642857142857143,12372.61
SHP-00446,Izmir,Kocaeli,Cold_Chain,Clear,3,243,2.644703528986733,6.116132100415305,5.4714285714285715,10388.54
SHP-00447,Kocaeli,Izmir,Dry,Stormy,7,214,6.1709749009690436,11.520974900969044,5.057142857142857,8426.54
SHP-00448,Mersin,Izmir,Hazardous,Clear,8,388,7.052542743964621,12.595399886821763,7.542857142857143,17224.79
SHP-00449,Izmir,Kocaeli,Hazardous,Clear,1,153,0.8815678429955777,3.0672821287098633,4.185714285714285,9387.06
SHP-00451,Kocaeli,Izmir,Dry,Rainy,8,221,7.052542743964621,11.07072456214644,5.157142857142857,8397.27
SHP-00453,Kocaeli,Mersin,Dry,Clear,6,618,5.289407057973466,14.117978486544896,10.82857142857143,13882.81
SHP-00455,Ambarli,Mersin,Dry,Rainy,2,217,1.7631356859911553,5.708590231445701,5.1,7009.14
SHP-00456,Izmir,Ambarli,Dry,Clear,10,214,8.815678429955776,11.872821287098633,5.057142857142857,8514.5
SHP-00457,Mersin,Kocaeli,Hazardous,Clear,8,631,7.052542743964621,16.066828458250335,11.014285714285714,23239.53
SHP-00458,Mersin,Izmir,Dry,Clear,4,448,3.5262713719823107,9.926271371982311,8.4,10812.13
SHP-00459,Izmir,Mersin,Cold_Chain,Clear,9,410,7.934110586960199,13.791253444103056,7.857142857142857,15856.72
SHP-00460,Mersin,Kocaeli,Dry,Clear,7,582,6.1709749009690436,14.48526061525476,10.314285714285715,13546.28
SHP-00462,Kocaeli,Ambarli,Dry,Rainy,1,392,0.8815678429955777,8.008840570268305,7.6,9666.45
SHP-00463,Iskenderun,Kocaeli,Hazardous,Clear,9,208,7.934110586960199,10.90553915838877,4.9714285714285715,13122.06
SHP-00464,Izmir,Iskenderun,Dry,Rainy,4,384,3.5262713719823107,10.508089553800492,7.485714285714286,10196.07
SHP-00465,Iskenderun,Kocaeli,Oversized,Clear,1,176,0.8815678429955777,3.395853557281292,4.514285714285714,12445.44
SHP-00467,Iskenderun,Mersin,Oversized,Clear,10,825,8.815678429955776,20.601392715670062,13.785714285714286,35933.34
SHP-00470,Iskenderun,Kocaeli,Dry,Clear,9,185,7.934110586960199,10.576967729817342,4.642857142857142,7845.48
SHP-00472,Iskenderun,Ambarli,Dry,Stormy,10,564,8.815678429955776,22.915678429955776,10.057142857142857,15439.71
SHP-00473,Ambarli,Mersin,Cold_Chain,Rainy,8,207,7.052542743964621,10.816179107600984,4.957142857142857,11433.87
SHP-00475,Izmir,Mersin,Dry,Stormy,5,401,4.407839214977888,14.43283921497789,7.728571428571429,11379.54
SHP-00476,Mersin,Izmir,Dry,Clear,9,396,7.934110586960199,13.591253444103057,7.6571428571428575,11109.65
SHP-00477,Mersin,Ambarli,Hazardous,Clear,2,180,1.7631356859911553,4.334564257419727,4.571428571428571,10055.36
SHP-00478,Mersin,Izmir,Dry,Clear,4,373,3.5262713719823107,8.854842800553739,7.328571428571428,9651.88
SHP-00479,Kocaeli,Izmir,Dry,Rainy,8,205,7.052542743964621,10.779815471237349,4.928571428571429,8134.16
SHP-00480,Ambarli,Iskenderun,Hazardous,Rainy,3,585,2.644703528986733,13.28106716535037,10.357142857142858,21249.49
SHP-00482,Ambarli,Izmir,Dry,Clear,7,197,6.1709749009690436,8.985260615254758,4.814285714285715,7590.33
SHP-00483,Izmir,Iskenderun,Dry,Clear,4,444,3.5262713719823107,9.869128514839453,8.342857142857142,10750.25
SHP-00484,Izmir,Kocaeli,Dry,Clear,4,158,3.5262713719823107,5.783414229125167,4.257142857142857,6325.83
SHP-00485,Iskenderun,Ambarli,Dry,Clear,10,550,8.815678429955776,16.672821287098632,9.857142857142858,13712.42
SHP-00486,Mersin,Iskenderun,Cold_Chain,Clear,7,832,6.1709749009690436,18.05668918668333,13.885714285714286,24379.3
SHP-00487,Kocaeli,Iskenderun,Dry,Clear,2,184,1.7631356859911553,4.391707114562584,4.628571428571428,6346.48
SHP-00488,Kocaeli,Izmir,Dry,Stormy,8,156,7.052542743964621,10.95254274396462,4.228571428571429,7594.31
SHP-00489,Kocaeli,Izmir,Cold_Chain,Clear,8,155,7.052542743964621,9.266828458250336,4.214285714285714,10025.38
SHP-00490,Mersin,Izmir,Oversized,Rainy,4,433,3.5262713719823107,11.398998644709584,8.185714285714287,22003.66
SHP-00491,Iskenderun,Ambarli,Dry,Rainy,2,594,1.7631356859911553,12.563135685991156,10.485714285714286,13208.54
SHP-00492,Iskenderun,Mersin,Dry,Clear,6,822,5.289407057973466,17.032264200830607,13.742857142857142,17038.69
SHP-00493,Ambarli,Iskenderun,Dry,Clear,10,616,8.815678429955776,17.61567842995578,10.8,14733.44
SHP-00494,Izmir,Mersin,Hazardous,Rainy,7,416,6.1709749009690436,13.734611264605407,7.942857142857143,18213.53
SHP-00495,Ambarli,Kocaeli,Hazardous,Rainy,5,443,4.407839214977888,12.462384669523342,8.32857142857143,18218.66
SHP-00496,Izmir,Iskenderun,Cold_Chain,Clear,10,382,8.815678429955776,14.272821287098633,7.457142857142857,15558.84
SHP-00497,Kocaeli,Mersin,Dry,Rainy,10,637,8.815678429955776,20.39749661177396,11.1,15678.76
SHP-00498,Iskenderun,Kocaeli,Dry,Rainy,6,176,5.289407057973466,8.489407057973466,4.514285714285714,7216.5
SHP-00499,Ambarli,Kocaeli,Dry,Clear,5,406,4.407839214977888,10.207839214977888,7.8,10382.78
SHP-00500,Ambarli,Izmir,Hazardous,Clear,6,169,5.289407057973466,7.7036927722591795,4.414285714285715,11098.85
SHP-00501,Mersin,Ambarli,Hazardous,Clear,5,179,4.407839214977888,6.964982072120745,4.557142857142857,10993.74
SHP-00502,Ambarli,Izmir,Dry,Rainy,6,176,5.289407057973466,8.489407057973466,4.514285714285714,7216.5
SHP-00505,Mersin,Izmir,Dry,Clear,1,424,0.8815678429955777,6.938710700138435,8.057142857142857,10059.28
SHP-00506,Mersin,Izmir,Dry,Rainy,1,354,0.8815678429955777,7.317931479359214,7.057142857142857,9041.58
SHP-00507,Mersin,Ambarli,Hazardous,Rainy,2,219,1.7631356859911553,5.744953867809337,5.128571428571428,11267.24
SHP-00508,Izmir,Mersin,Dry,Clear,6,367,5.289407057973466,10.532264200830609,7.242857142857143,9999.84
SHP-00509,Mersin,Iskenderun,Dry,Stormy,7,833,6.1709749009690436,26.995974900969042,13.9,19660.5
SHP-00510,Kocaeli,Iskenderun,Dry,Rainy,1,199,0.8815678429955777,4.499749661177396,4.842857142857143,6578.53
SHP-00512,Izmir,Kocaeli,Dry,Clear,7,199,6.1709749009690436,9.013832043826186,4.842857142857143,7621.27
SHP-00515,Ambarli,Izmir,Dry,Clear,4,246,3.5262713719823107,7.040557086268025,5.514285714285714,7687.19
SHP-00516,Kocaeli,Ambarli,Oversized,Clear,2,414,1.7631356859911553,7.67742140027687,7.914285714285715,19809.16
SHP-00517,Iskenderun,Kocaeli,Dry,Clear,7,188,6.1709749009690436,8.85668918668333,4.685714285714285,7451.1
SHP-00518,Iskenderun,Izmir,Hazardous,Clear,6,357,5.289407057973466,10.389407057973465,7.1,15752.23
SHP-00519,Iskenderun,Kocaeli,Hazardous,Clear,4,194,3.5262713719823107,6.297699943410882,4.771428571428571,11012.4
SHP-00520,Ambarli,Iskenderun,Hazardous,Stormy,1,623,0.8815678429955777,16.456567842995575,10.9,23243.12
SHP-00521,Kocaeli,Iskenderun,Dry,Clear,5,180,4.407839214977888,6.97926778640646,4.571428571428571,6886.56
SHP-00522,Izmir,Ambarli,Dry,Rainy,6,225,5.289407057973466,9.380316148882557,5.214285714285714,8022.26
SHP-00523,Ambarli,Iskenderun,Hazardous,Rainy,3,634,2.644703528986733,14.17197625625946,11.057142857142857,22538.7
SHP-00524,Izmir,Mersin,Dry,Clear,10,439,8.815678429955776,15.087107001384346,8.271428571428572,11995.25
SHP-00525,Iskenderun,Ambarli,Hazardous,Clear,4,611,3.5262713719823107,12.254842800553739,10.728571428571428,21333.98
SHP-00527,Kocaeli,Mersin,Dry,Clear,1,564,0.8815678429955777,8.938710700138435,10.057142857142857,12225.08
SHP-00528,Ambarli,Iskenderun,Dry,Clear,10,616,8.815678429955776,17.61567842995578,10.8,14733.44
SHP-00529,Mersin,Iskenderun,Dry,Clear,3,791,2.644703528986733,13.944703528986734,13.3,15897.95
SHP-00530,Ambarli,Kocaeli,Cold_Chain,Rainy,10,413,8.815678429955776,16.324769339046686,7.9,16793.42
SHP-00531,Ambarli,Izmir,Hazardous,Clear,5,235,4.407839214977888,7.764982072120745,5.357142857142858,12379.86
SHP-00532,Mersin,Ambarli,Cold_Chain,Clear,1,157,0.8815678429955777,3.1244249858527207,4.242857142857143,8300.31
SHP-00533,Ambarli,Mersin,Dry,Stormy,1,211,0.8815678429955777,6.156567842995578,5.014285714285714,7049.74
SHP-00534,Izmir,Ambarli,Cold_Chain,Clear,8,151,7.052542743964621,9.209685601107479,4.157142857142857,9938.75
SHP-00535,Mersin,Ambarli,Dry,Clear,6,188,5.289407057973466,7.975121343687752,4.685714285714285,7230.71
SHP-00536,Ambarli,Kocaeli,Cold_Chain,Clear,10,376,8.815678429955776,14.187107001384348,7.371428571428571,15428.9
SHP-00537,Kocaeli,Izmir,Hazardous,Clear,7,160,6.1709749009690436,8.45668918668333,4.285714285714286,11228.71
SHP-00539,Iskenderun,Izmir,Hazardous,Clear,6,375,5.289407057973466,10.646549915116323,7.357142857142857,16197.76
SHP-00540,Kocaeli,Izmir,Dry,Clear,6,214,5.289407057973466,8.346549915116324,5.057142857142857,7632.93
SHP-00542,Mersin,Iskenderun,Oversized,Stormy,7,760,6.1709749009690436,25.170974900969043,12.857142857142858,36671.32
SHP-00544,Ambarli,Kocaeli,Dry,Clear,8,355,7.052542743964621,12.123971315393192,7.071428571428571,10254.99
SHP-00545,Iskenderun,Izmir,Dry,Clear,2,358,1.7631356859911553,6.877421400276869,7.114285714285714,9038.26
SHP-00547,Ambarli,Iskenderun,Dry,Clear,8,563,7.052542743964621,15.095399886821763,10.042857142857143,13472.75
SHP-00549,Ambarli,Kocaeli,Dry,Clear,7,435,6.1709749009690436,12.385260615254758,8.214285714285715,11272.19
SHP-00550,Ambarli,Iskenderun,Dry,Clear,10,598,8.815678429955776,17.35853557281292,10.542857142857143,14454.98
SHP-00551,Izmir,Iskenderun,Dry,Stormy,4,397,3.5262713719823107,13.451271371982312,7.671428571428572,11086.55
SHP-00552,Iskenderun,Kocaeli,Oversized,Clear,6,224,5.289407057973466,8.489407057973466,5.2,15575.26
SHP-00553,Ambarli,Mersin,Oversized,Clear,8,233,7.052542743964621,10.38111417253605,5.328571428571429,16735.29
SHP-00554,Ambarli,Mersin,Cold_Chain,Clear,4,150,3.5262713719823107,5.6691285148394535,4.142857142857142,8682.89
SHP-00555,Ambarli,Iskenderun,Hazardous,Clear,3,561,2.644703528986733,10.658989243272448,10.014285714285714,19743.75
SHP-00557,Iskenderun,Mersin,Hazardous,Clear,5,772,4.407839214977888,15.436410643549316,13.028571428571428,25671.68
SHP-00558,Izmir,Mersin,Dry,Stormy,2,381,1.7631356859911553,11.288135685991156,7.442857142857143,10355.39
SHP-00560,Izmir,Ambarli,Cold_Chain,Clear,3,217,2.644703528986733,5.744703528986733,5.1,9825.43
